ID,ENTRYTYPE,title,author,year,journal,volume,number,pages,doi,url,keywords,abstract,note,issn
VAGHASIYA2025105768,article,A meta-analysis of AI and machine learning in project management: Optimizing vaccine development for emerging viral threats in biotechnology,Jatin Vaghasiya and Mahim Khan and Tarak {Milan Bakhda},2025,International Journal of Medical Informatics,195,,105768,https://doi.org/10.1016/j.ijmedinf.2024.105768,https://www.sciencedirect.com/science/article/pii/S1386505624004313,"AI, Machine Learning, Project Management, Healthcare, Biotechnology, Vaccine development","Objectives
Artificial Intelligence (AI) and Machine Learning (ML) have emerged as transformative technologies across various industries, including healthcare, biotechnology, and vaccine development. These technologies offer immense potential to improve project management efficiency, decision-making, and resource utilization, especially in complex tasks such as vaccine development and healthcare innovations.
Methods
A systematic meta-analysis was conducted by reviewing studies from databases like PubMed, IEEE Xplore, Scopus, Web of Science, EMBASE, and Google Scholar until September 2024. The analysis focused on the application of AI and ML in project management for vaccine development, biotechnology, and broader healthcare innovations using the PICO framework to guide study selection and inclusion. Statistical analyses were performed using Review Manager 5.4 and Comprehensive Meta-Analysis (CMA) software.
Results
The meta-analysis reviewed 44 studies examining the integration of Artificial Intelligence (AI) and Machine Learning (ML) in healthcare, biotechnology, and vaccine development project management. Results demonstrated significant improvements in efficiency, resource allocation, decision-making, and risk management. AI/ML applications notably accelerated vaccine development, from candidate identification to clinical trial optimization, and improved predictive modeling for efficacy and safety. Subgroup analysis revealed variations in effectiveness across healthcare sectors, with the highest pooled effect sizes observed in infectious disease control (1.2; 95 % CI: 0.85–1.50) compared to medical imaging (0.85; 95 % CI: 0.75–0.95). Studies employing AI techniques demonstrated a pooled effect size of 0.83 (95 % CI: 0.78–1.08). Despite the observed high heterogeneity (I2 = 99.04 %) and moderate-to-high risks of bias, sensitivity analyses confirmed the robustness of the findings. Overall, AI/ML integration offers transformative potential to enhance project management and vaccine development, driving innovation and efficiency in these critical fields.
Conclusion
AI and ML technologies show significant potential to transform project management practices in healthcare, biotechnology, and vaccine development by enhancing efficiency, predictive analytics, and decision-making capabilities. Their integration paves the way for more innovative, data-driven solutions that can adapt to evolving challenges in these fields.",,1386-5056
ELMOUSALAMI2025100014,article,Bayesian optimized ensemble learning system for predicting conceptual cost and construction duration of irrigation improvement systems,Haytham Elmousalami and Nehal Elshaboury and Ahmed Hussien Ibrahim and Ahmed Hussien Elyamany,2025,KSCE Journal of Civil Engineering,29,3,100014,https://doi.org/10.1016/j.kscej.2024.100014,https://www.sciencedirect.com/science/article/pii/S1226798824051602,"Conceptual project cost and duration, Explainable artificial intelligence (XAI), Bayesian optimization, Irrigation improvement projects, Sustainability, Project management automation, Ensemble machine learning, Computational complexity","Linear construction projects, such as pipeline irrigation projects, are prone to delays and cost overruns owing to inaccurate cost and duration estimates. The research gap pertains to studies that concentrated exclusively on predicting costs or durations using backbox artificial intelligence models. Consequently, this study introduces an innovative approach that utilizes explainable artificial intelligence to forecast the conceptual cost and duration of irrigation projects simultaneously. This study analyzed data from 1,277 historical cases using factor analysis and stepwise regression to distill 25 parameters down to five key drivers. It evaluates 12 machine learning models, including multiple linear regression, artificial neural networks, and decision tree-based ensemble methods. Bayesian optimization was employed to fine-tune the performance of each algorithm. The light gradient boosting machine is identified as the most effective algorithm for cost prediction, with a Mean Absolute Percentage Error (MAPE) of 2.989 % and an Adjusted Determination Coefficient (R⁎2) of 0.931. For duration prediction, the extremely randomized tree model stands out, achieving a MAPE of 2.533 % and an R⁎2 of 0.961. The study further employs the Shapley additive explanation technique to improve the interpretability of the key drivers used for predicting both the budget and the timeline.",,1226-7988
LI2024100552,article,Management mode and path of digital transformation of power grid enterprises based on artificial intelligence algorithm,Xuejun Li and Shiyuan Zhang,2024,International Journal of Thermofluids,21,,100552,https://doi.org/10.1016/j.ijft.2023.100552,https://www.sciencedirect.com/science/article/pii/S2666202723002677,"Digital transformation, Artificial intelligence, Electric power enterprises, Management Model, Safety Management Level Index","Facing the arrival of the digital transformation (DT) era, power grid enterprises are currently grappling with pressures arising from economic cycles and structural factors, and for them, the integration and development of energy revolution and digital revolution are intertwined. At this stage, people have increasing requirements for power service quality. However, electric power enterprises (EPEs) are unable to meet such demands because of several limitations, such as the surge of power grid operation risk, insufficient systematic service level and unreasonable enterprise architecture. DT is an effective way for EPEs to improve their management and service level. Power grid enterprises should follow the trend of digital development and actively carry out DT. In simulating the operation of the power system, the first step is to establish a grid connection between the simulated generator and the simulated power grid. This involves adjusting the generator excitation to regulate the generator voltage and adjusting the output of the prime mover to regulate the generator frequency. This study explored the management mode and implementation path of DT of EPEs, proposed the DT management mode of EPEs based on artificial intelligence (AI) algorithms and conducted an experimental research. The research showed that the average of the four- month informatisation project management level index of the enterprise S simulation model was 3.02 % higher than that of the four-month informatisation project management level index of the enterprise T simulation model. The average value of the operation and maintenance (O&M) and service management index of the enterprise S simulation model was 3.14 % higher than that of the enterprise T simulation model. The improvement of the management level index and the average O&M of simulation models can enhance the operational efficiency of enterprises and provide them with clear development directions. The average value of production security management index, network security management index and data asset management index of the enterprise S simulation model was higher than those of the enterprise T simulation model. The DT management mode of power grid enterprises based on AI algorithms is an effective driving force for power supply enterprises to achieve modernisation and standardised development.",,2666-2027
ZHANG2025106692,article,Cross-platform EPC collaboration framework for construction management of pumped storage hydropower utilizing industry foundation classes and Semantic Web,Sherong Zhang and Shihang Zhang and Zhengqiao Wu and Chao Wang and Zhiyong Jiang and Xiaohua Wang,2025,Tunnelling and Underground Space Technology,163,,106692,https://doi.org/10.1016/j.tust.2025.106692,https://www.sciencedirect.com/science/article/pii/S088677982500330X,"Tunneling, Underground powerhouse, Building Information Modeling (BIM), Industry Foundation Classes (IFC), Artificial Intelligence (AI), Pumped hydro energy storage","Engineering, Procurement, and Construction (EPC) is a widely adopted project delivery method that centralizes responsibility but frequently faces challenges related to fragmented documentation in pumped storage hydropower projects. Although Building Information Modeling (BIM) integrates multidisciplinary data to create digital representations, interoperability issues continue to hinder seamless collaboration between design and construction teams. To overcome these challenges, we propose a cross-platform EPC collaboration framework that integrates Industry Foundation Classes (IFC) with Semantic Web technologies. We validated the feasibility of the prototype system through a case study, providing technical guidance for applying recursive reasoning to query sequential data within the IFC-graph model. This proposed method improves the benefits of BIM by improving accessibility and management of engineering information. The findings of this study advance the development of automated workflows in construction management through the adoption of open standards.",,0886-7798
ARAMALI2025100191,article,"Generative AI in project management: Impacts on corporate values, employee perceptions, and organizational practices",Vartenie Aramali and Namho Cho and Falguni Pande and M.K.S. Al-Mhdawi and Udechukwu Ojiako and Abroon Qazi,2025,Project Leadership and Society,6,,100191,https://doi.org/10.1016/j.plas.2025.100191,https://www.sciencedirect.com/science/article/pii/S266672152500016X,"Generative artificial intelligence, GenAI, ChatGPT, Project management, Organizational adoption, Employee perceptions","This study examines the evolving role of generative AI tools, particularly ChatGPT, in project management, focusing on their impact on corporate values, employee perceptions, and practical application across project phases and roles. Using a mixed methods design comprising a literature review, two industry workshops, and a survey of 52 professionals from diverse sectors, the research integrates thematic qualitative analysis with exploratory quantitative assessment. The most prominent finding is that 74 % of participants expressed mixed or negative sentiments towards AI adoption, citing concerns about job security and data privacy, despite recognizing productivity and automation benefits. In addition, 42 % observed positive shifts in corporate values linked to AI adoption, and strong consensus emerged regarding AI's usefulness in Planning (86 %), Monitoring and Controlling (75 %), and Integration (83 %) project management process groups. While some statistically significant associations were identified, such as employer type (consultant vs. non-consultant) influencing AI use during the project execution phase, these findings are preliminary due to the small sample size. The results highlight the importance of balancing AI-driven efficiencies with ethical safeguards, human oversight, and targeted training. This study contributes to the digital transformation discourse by providing early empirical insights into how generative AI is reshaping project management practices and organisational culture.",,2666-7215
WANG2025520,article,Transformation Path of Artificial Intelligence Algorithms and Intelligent Engineering Management,Huaizhu Wang,2025,Procedia Computer Science,261,,520-528,https://doi.org/10.1016/j.procs.2025.04.241,https://www.sciencedirect.com/science/article/pii/S1877050925013432,"Artificial intelligence algorithms, engineering management, intelligent transformation path, resource scheduling optimization","In response to the low accuracy problem faced by the current engineering management field in project schedule management and other aspects, this article introduces the research on artificial intelligence algorithms and intelligent transformation paths, aiming to optimize project management processes and improve efficiency. Firstly, the core issues of project progress, resource allocation, and risk control in engineering management can be systematically identified. Then, this article designs an intelligent decision support system based on machine learning and deep learning, constructs a multidimensional prediction model, and achieves project key milestone prediction, resource scheduling optimization, and potential risk analysis. Finally, an intelligent management framework that adapts to projects of different scales is introduced. Through data collection, real-time analysis, and reinforcement learning dynamic decision support mechanisms, iterative optimization of resource allocation and risk control is achieved. At time points 3, 4, 6, and 9, the probability of actual risk events occurring increases, and the prediction accuracy of the Bayesian network model significantly improves. Its predictions at these time points almost completely match the actual situation (the predicted values are the same as the actual values). The combination of artificial intelligence algorithms and intelligent transformation paths provides new development opportunities for the field of engineering management. By gradually building an intelligent management system, not only can the management level of engineering projects be effectively improved, but also the optimal allocation of resources, precise control of risks, and efficient achievement of project goals can be achieved.",The 5th International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy (SPIoT2024),1877-0509
ALMEIDA2025100196,article,Artificial intelligence tools for project management: A knowledge-based perspective,Pedro M. Almeida and Gabriela Fernandes and José M.R.C.A. Santos,2025,Project Leadership and Society,6,,100196,https://doi.org/10.1016/j.plas.2025.100196,https://www.sciencedirect.com/science/article/pii/S2666721525000213,"Artificial intelligence, Project management, Systematic literature review, Integration, Tools","The rapid evolution of artificial intelligence is pressing the need to understand how organisations can integrate it into namely project management to enhance performance and outcomes. Through a systematic literature review, this paper explores artificial intelligence's potential use in project management. The thematic analysis of relevant literature identified key project management knowledge areas, such as integration, scope, communication, risk and stakeholder management, were as domains where artificial intelligence holds significant potential. The study further investigates the relationship between these knowledge areas and the most suitable types of artificial intelligence tools, such as generative artificial intelligence, and machine learning algorithms for optimisation and automation, based on the dominant knowledge type each knowledge area requires, namely formal, data-driven, or tacit knowledge. Based on the main findings, the study proposes a conceptual framework for the integration of artificial intelligence tools in project management, offering valuable insights for scholars and practitioners. Moreover, guidelines for future research to accelerate the wide adoption of artificial intelligence in the field are proposed.",,2666-7215
CUBRIC2020101257,article,"Drivers, barriers and social considerations for AI adoption in business and management: A tertiary study",Marija Cubric,2020,Technology in Society,62,,101257,https://doi.org/10.1016/j.techsoc.2020.101257,https://www.sciencedirect.com/science/article/pii/S0160791X19307171,"Artificial intelligence, Business, Machine learning, Management, Systematic literature review, Tertiary study","The number of academic papers in the area of Artificial Intelligence (AI) and its applications across business and management domains has risen significantly in the last decade, and that rise has been followed by an increase in the number of systematic literature reviews. The aim of this study is to provide an overview of existing systematic reviews in this growing area of research and to synthesise the findings related to drivers, barriers and social implications of the AI adoption in business and management. The methodology used for this tertiary study is based on Kitchenham and Charter's guidelines [14], resulting in a selection of 30 reviews published between 2005 and 2019 which are reporting results of 2021 primary studies. These reviews cover the AI adoption across various business sectors (healthcare, information technology, energy, agriculture, apparel industry, engineering, smart cities, tourism and transport), management and business functions (HR, customer services, supply chain, health and safety, project management, decision-support, systems management and technology adoption). While the drivers for the AI adoption in these areas are mainly economic, the barriers are related to the technical aspects (e.g. availability of data, reusability of models) as well as the social considerations such as, increased dependence on non-humans, job security, lack of knowledge, safety, trust and lack of multiple stakeholders’perspectives. Very few reviews outside of the healthcare management domain consider human, organisational and wider societal factors of the AI adoption. In addition to increased focus on social implications of AI, the reviews are recommending more rigorous evaluation, increased use of hybrid solutions (AI and non-AI) and multidisciplinary approach to AI design and evaluation. Furthermore, this study found that there is a lack of systematic reviews in some of the early AI adoption sectors such as financial industry and retail.",,0160-791X
WAUTERS20171097,article,A Nearest Neighbour extension to project duration forecasting with Artificial Intelligence,Mathieu Wauters and Mario Vanhoucke,2017,European Journal of Operational Research,259,3,1097-1111,https://doi.org/10.1016/j.ejor.2016.11.018,https://www.sciencedirect.com/science/article/pii/S0377221716309432,"Project management, Earned Value Management (EVM), Prediction, Artificial Intelligence","In this paper, we provide a Nearest Neighbour based extension for project control forecasting with Earned Value Management. The k-Nearest Neighbour method is employed as a predictor and to reduce the size of a training set containing more similar observations. An Artificial Intelligence (AI) method then makes use of the reduced training set to predict the real duration of a project. Additionally, we report on the forecasting stability of the various AI methods and their hybrid Nearest Neighbour counterparts. A large computer experiment is set up to assess the forecasting accuracy and stability of the existing and newly proposed methods. The experiments indicate that the Nearest Neighbour technique yields the best stability results and is able to improve the AI methods when the training set is similar or not equal to the test set. Sensitivity checks vary the amount of historical data and number of neighbours, leading to the conclusion that having more historical data, from which the a relevant subset can be selected by means of the proposed Nearest Neighbour technique, is preferential.",,0377-2217
MANCINI2023104589,article,Nuclear decommissioning risk management adopting a comprehensive artificial intelligence framework: An applied case in an Italian site,Mauro Mancini and Costanza Mariani and Carmine Mattia Manfredi,2023,Progress in Nuclear Energy,158,,104589,https://doi.org/10.1016/j.pnucene.2023.104589,https://www.sciencedirect.com/science/article/pii/S0149197023000240,"Nuclear decommissioning projects, Artificial intelligence, Project risk management","The increase of nuclear sites entering the decommissioning phase has drawn the attention of governments, regulatory bodies, and industries to decommissioning projects. However, despite the high number of uncertainties and risks of these projects, there is a lack of dedicated risk management frameworks beyond the guidelines established by the International Atomic Energy Agency (IAEA) and the Project Management Institute (PMI). This study aims to propose an integrated framework for managing risks in Nuclear Decommissioning Projects. For the development of the framework artificial intelligence algorithms were employed, integrating models derived from the manufacturing sector capable of assessing risks, identifying an optimal set of risk mitigation actions, and predicting the additional project delay or cost based on a quantitative risk analysis. To demonstrate its validity, the model was applied to a nuclear decommissioning project currently underway in Italy, generating a forecast of the final project delay. The results showed to be promising, as the delay prediction for the analysed phase of the project differs from the current one only by an error of 4.7%. The proposed model can help project managers in managing risks and predicting delays or additional project costs during the preliminary phase. In addition, the framework is equally useful for controlling risks in the progress stages of the project by dynamically updating forecasts.",,0149-1970
SQUALLIHOUSSAINI2024101491,article,Development of a design course for medical curriculum: Using design thinking as an instructional design method empowered by constructive alignment and generative AI,Mouna {Squalli Houssaini} and Ahmed Aboutajeddine and Imane Toughrai and Adil Ibrahimi,2024,Thinking Skills and Creativity,52,,101491,https://doi.org/10.1016/j.tsc.2024.101491,https://www.sciencedirect.com/science/article/pii/S1871187124000294,"Design thinking, Medical education, Constructive alignment, Generative AI, ChatGPT","Doctors are nowadays experiencing many struggles in their daily practice, mainly due to new intricate challenges of the twenty-first century. However, despite the efforts of traditional medical education, it falls short in providing them with the required tools to effectively overcome these difficulties. In light of these shortcomings, this paper suggests the development of a new educational framework designed to guide medical educators in creating student-centered learning experiences. Which may be ensured by using Design Thinking (DT) as an instructional design method, merged with constructive alignment principles, and generative artificial intelligence. To demonstrate the effectiveness of this new educational approach, a case study is showcased wherein the framework was applied to design a new medical curriculum. The case study specifically focuses on first-year students in a Moroccan medical faculty and was developed based on DT principles, allowing students to engage in a transformative learning process that encourages innovation and creativity. The new curriculum includes lecture sessions, hands-on workshops, and project coaching where teams of medical students learn the design process and are given the opportunity to prototype and test their proposed solutions at local university hospital units. Overall, the showcased case study provides evidence of the framework's effectiveness in designing a new medical curriculum, illustrating its potential for enhancing medical education and engaging future doctors in impact-focused projects with long-term benefits for their career development.",,1871-1871
LIU202185,article,Forecasting the scheduling issues in engineering project management: Applications of deep learning models,Sai Liu and Wenqi Hao,2021,Future Generation Computer Systems,123,,85-93,https://doi.org/10.1016/j.future.2021.04.013,https://www.sciencedirect.com/science/article/pii/S0167739X21001345,"Artificial intelligence, Forecasting, GRU, Hyper-tuning, LSTM, Renewable resource","Since project monitoring aims to make decisions, which have future impacts on a project’s success, accurate forecasting of project characteristics is of greater importance. This paper proposes the detection of problems in scheduling projects by introducing the forecasting of successors and renewable resource features. For this purpose, this paper presents the novel applications of forecasting models ”long short term memory” (LSTM) and ”gated recurrent unit” (GRU) in this study. Subsequently, forecasting results of successors and renewable resource characteristics of projects are determined by covering historical records’ observed values from real-life engineering projects’ datasets. Results show that LSTM and GRU models’ proposed applications can reduce errors from one up to seven steps-ahead forecastings. Moreover, forecasting the increased number of successors may require more renewable resources to effectively complete the jobs in projects. Generally, the proposed models are reliable and robust to application in forecasting the project scheduling task.",,0167-739X
JEMAL2025125648,article,A new approach for competency frameworks mapping using large language models,Imene Jemal and Naoussi Sijou Wilfried Armand and Belkacem Chikhaoui,2025,Expert Systems with Applications,263,,125648,https://doi.org/10.1016/j.eswa.2024.125648,https://www.sciencedirect.com/science/article/pii/S0957417424025156,"Competency framework, Framework competency mapping, Large language models, Natural language processing, Project management, PMBOK","Competency frameworks are essential for organizations to align their workforce with strategic goals and for individuals to assess and develop their skills. However, the absence of a universal or unified competency framework presents a challenge, as each framework is subject to distinct guidelines and standards. Moreover, within a single framework, continuous updates to align with evolving standards can lead to equivalent competencies being expressed in different ways. Despite the fundamental similarity of the competencies, this divergence across frameworks can impede interoperability and complicate the aggregation of data from multiple frameworks. This paper addresses this issue by proposing an approach that leverages large language models (LLMs) for mapping competency frameworks to enhance interoperability among frameworks. We investigated various pre-trained LLMs to encode competency names from each framework. Subsequently, we employed cosine similarity to measure semantic similarity scores, which facilitated the identification of equivalent or closely related competencies across different frameworks. We evaluated our approach using three competency frameworks for project management, each aligned with different editions of the Project Management Body of Knowledge (PMBOK) standards. The experimental results demonstrate the effectiveness of the proposed approach in ameliorating frameworks interoperability.",,0957-4174
HUGHES2025100772,article,Impact of artificial intelligence on project management (PM): Multi-expert perspectives on advancing knowledge and driving innovation toward PM2030,Laurie Hughes and Reza Kiani Mavi and Masoud Aghajani and Keith Fitzpatrick and Senali Madugoda Gunaratnege and Seyed Ashkan Hosseini Shekarabi and Richard Hughes and Ahmad Khanfar and Ahdieh Khatavakhotan and Neda Kiani Mavi and Keyao Li and Moataz Mahmoud and Tegwen Malik and Sashah Mutasa and Farzaneh Nafar and Ross Yates and Rasha Alahmad and Il Jeon and Yogesh K. Dwivedi,2025,Journal of Innovation & Knowledge,10,5,100772,https://doi.org/10.1016/j.jik.2025.100772,https://www.sciencedirect.com/science/article/pii/S2444569X25001179,"Project management, Artificial intelligence, Sustainability, Resilience, Ethics","The project management profession is undergoing transformative change with the integration of Artificial Intelligence (AI), redefining core methodologies and decision-making processes. As societal expectations rise and technological complexity intensifies, project managers face unprecedented challenges. By 2030, AI-driven predictive insights and modelling capabilities are expected to significantly enhance efficiency, raising critical questions about the evolving role of human project managers. Will AI take the lead in key decisions, or will human attributes such as creativity, ethical judgment, and emotional intelligence remain essential? Framed as PM2030, this study explores future scenarios through expert insights from academia and industry. Using an opinion-based approach, we introduce two conceptual models: the AI-Augmented Ethics-Centric Model and the Predictive Model for AI Adoption and Human Trust. These models offer a forward-looking vision of project management shaped by automation, ethics, and human-AI collaboration. This study contributes to the growing discourse on the human-centric evolution of AI-enabled project management.",,2444-569X
BUSHUYEV2024403,article,The Erosion of Competencies in Managing Innovation Projects due to the Impact of Ubiquitous Artificial Intelligence Systems,Sergiy Bushuyev and Denis Bushuiev and Victoria Bushuieva and Natalia Bushuyeva and Svetlana Murzabekova,2024,Procedia Computer Science,231,,403-408,https://doi.org/10.1016/j.procs.2023.12.225,https://www.sciencedirect.com/science/article/pii/S1877050923022378,"Type your keywords here, separated by semicolons","The rapid advancement of artificial intelligence (AI) systems has had a profound impact on various aspects of business and technology. One area greatly influenced by AI is innovation project management, which plays a critical role in driving organizational growth and success. The purpose of the paper examines the erosion of competencies in innovation project management as a consequence of the increasing reliance on AI systems. The object is innovation project management relying on the expertise, experience, and decision-making capabilities of human managers. However, the introduction of AI systems in project management processes has brought about significant changes. AI-powered tools and algorithms can automate tasks, analyse vast amounts of data, and provide valuable insights and recommendations. While this presents numerous benefits, it also raises concerns about the diminishing role of human competencies in managing innovation projects. AI systems require vast amounts of training data to operate effectively. In the process, they might overlook or undervalue the tacit knowledge and domain expertise possessed by human project managers. The results emphasize the need for project managers to develop new competencies, such as understanding AI capabilities, interpreting AI-generated insights, and effectively integrating AI systems into project workflows. To mitigate the erosion of competencies, organizations should invest in training programs that equip project managers with the necessary skills to work alongside AI systems. Recognizing these challenges and proactively addressing them through training, collaboration, and a balanced approach to human-AI interaction is crucial for organizations seeking to leverage AI while maintaining a high level of project management expertise.",14th International Conference on Emerging Ubiquitous Systems and Pervasive Networks / 13th International Conference on Current and Future Trends of Information and Communication Technologies in Healthcare (EUSPN/ICTH 2023),1877-0509
MENG2024109713,article,The application of large language models in medicine: A scoping review,Xiangbin Meng and Xiangyu Yan and Kuo Zhang and Da Liu and Xiaojuan Cui and Yaodong Yang and Muhan Zhang and Chunxia Cao and Jingjia Wang and Xuliang Wang and Jun Gao and Yuan-Geng-Shuo Wang and Jia-ming Ji and Zifeng Qiu and Muzi Li and Cheng Qian and Tianze Guo and Shuangquan Ma and Zeying Wang and Zexuan Guo and Youlan Lei and Chunli Shao and Wenyao Wang and Haojun Fan and Yi-Da Tang,2024,iScience,27,5,109713,https://doi.org/10.1016/j.isci.2024.109713,https://www.sciencedirect.com/science/article/pii/S2589004224009350,"Artificial intelligence, Health informatics","Summary
This study systematically reviewed the application of large language models (LLMs) in medicine, analyzing 550 selected studies from a vast literature search. LLMs like ChatGPT transformed healthcare by enhancing diagnostics, medical writing, education, and project management. They assisted in drafting medical documents, creating training simulations, and streamlining research processes. Despite their growing utility in assisted diagnosis and improving doctor-patient communication, challenges persisted, including limitations in contextual understanding and the risk of over-reliance. The surge in LLM-related research indicated a focus on medical writing, diagnostics, and patient communication, but highlighted the need for careful integration, considering validation, ethical concerns, and the balance with traditional medical practice. Future research directions suggested a focus on multimodal LLMs, deeper algorithmic understanding, and ensuring responsible, effective use in healthcare.",,2589-0042
VEGATORRES2022134,article,Recognition of temporary vertical objects in large point clouds of construction sites,Miguel A {Vega Torres} and Alexander Braun and Florian Noichl and Andr Borrmann and Heiko Bauer and Denis Wohlfeld,2022,Proceedings of the Institution of Civil Engineers - Smart Infrastructure and Construction,174,4,134-149,https://doi.org/10.1680/jsmic.21.00033,https://www.sciencedirect.com/science/article/pii/S2397875922000163,"artificial intelligence, construction, digital representation, point cloud object detection, temporary works, UN SDG 8: Decent work and economic growth, UN SDG 9: Industry, innovation and infrastructure","Although adherence to the project schedule is the most critical performance metric among project owners, still 53% of typical construction projects exhibit schedule delays. While construction progress monitoring is key to allow effective project management, it is still a largely manual, error-prone and inefficient process. To contribute to more efficient construction progress monitoring, this research proposes a method to detect automatically the most common temporary object classes in large-scale laser scanner point clouds of construction sites. Finding the position of these objects in the point cloud can help determine the current state of construction progress and verify compliance with safety regulations. The proposed workflow includes a combination of several techniques: image processing over vertical projections of point clouds, finding patterns in three-dimensional (3D) detected contours and performing checks over vertical cross-sections with deep learning methods. After applying and testing the method on three real-world point clouds and testing with three object categories (cranes, scaffolds and formwork), the results reveal that the authors technique achieves rates above 88% for precision and recall and outstanding computational performance. These metrics demonstrate the capability of the method to support automatic 3D object detection in point clouds of construction sites.",,2397-8759
INGASON2025100193,article,Personalised Learning in Project management Education: Insights from an Artificial Intelligence-Driven Chatbot,Helgi Thor Ingason and Kirsi Aaltonen and Atli Snaer Asmundarson and Thordur Vikingur Fridgeirsson and Daniel Huemann and Martina Huemann and Jaakko Kujala and Hannele Lampela and Mauro Mancini and Costanza Mariani and Claudia Ringhofer,2025,Project Leadership and Society,,,100193,https://doi.org/10.1016/j.plas.2025.100193,https://www.sciencedirect.com/science/article/pii/S2666721525000183,,"The increasing complexity of project-based work in contemporary organisations calls for a transformation in how project management is taught. Traditional teaching approaches struggle to support self-directed, context-sensitive, and motivationally engaging learning experiences—skills that are critical for preparing future project leaders. In this context, there is growing interest in the potential of artificial intelligence-powered tools to enhance the quality and adaptability of educating future project managers. This paper explores the application of artificial intelligence-driven chatbots in university-level project management education through the lens of the two-year international project ”XXXX” conducted across four European countries. Using an action design research methodology, the project iteratively developed and tested a chatbot in three versions, progressively integrating feedback from students and educators. The study suggests that artificial intelligence-based chatbots hold significant promise for supporting personalised learning journeys and increasing student motivation; however, their integration requires careful design, ongoing dialogue within the teaching community, and a strong alignment with pedagogical objectives.",,2666-7215
COLAVITO2025107758,article,Benchmarking large language models for automated labeling: The case of issue report classification,Giuseppe Colavito and Filippo Lanubile and Nicole Novielli,2025,Information and Software Technology,184,,107758,https://doi.org/10.1016/j.infsof.2025.107758,https://www.sciencedirect.com/science/article/pii/S0950584925000977,"Issue labeling, Generative AI, Software maintenance and evolution","Context:
Issue labeling is a fundamental task for software development as it is critical for the effective management of software projects. This practice involves assigning a label to issues, such as bug or feature request, denoting a task relevant to the project management. To date, large language models (LLMs) have been proposed to automate this task, including both fine-tuned BERT-like models and zero-shot GPT-like models.
Objectives:
In this paper, we investigate which LLMs offer the best trade-off between performance, response time, hardware requirements, and quality of the responses for issue report classification.
Methods:
We design and execute a comprehensive benchmark study to assess 22 generative decoder-only LLMs and 2 baseline BERT-like encoder-only models, which we evaluate on two different datasets of GitHub issues.
Results:
Generative LLMs demonstrate potential for zero-shot classification. However, their performance varies significantly across datasets and they require substantial computational resources for deployment. In contrast, BERT-like models show more consistent performance and lower resource requirements.
Conclusions:
Based on the empirical evidence provided in this study, we discuss implications for researchers and practitioners. In particular, our results suggest that fine-tuning BERT-like encoder-only models enables achieving consistent, state-of-the-art performance across datasets even in presence of a small amount of labeled data available for training.",,0950-5849
ZHANG2025103670,article,Semantic enrichment of BIM models for construction cost estimation in pumped storage hydropower using industry foundation classes and interconnected data dictionaries,Shihang Zhang and Sherong Zhang and Han Liu and Chao Wang and Zhiyong Zhao and Xiaohua Wang and Lei Yan,2025,Advanced Engineering Informatics,68,,103670,https://doi.org/10.1016/j.aei.2025.103670,https://www.sciencedirect.com/science/article/pii/S1474034625005634,"Building Information Modeling (BIM), Industry Foundation Classes (IFC), Interconnected data dictionary, Ontology, Artificial Intelligence (AI), Pumped hydro energy storage","Accurate construction cost estimation is vital for ensuring profitable project execution for both owners and contractors. However, traditional methods often rely on disparate engineering data, leading to inaccuracies and inconsistencies among stakeholders. To address this, this paper introduces an automated system that semantically enriches Building Information Modeling (BIM) models by integrating Industry Foundation Classes (IFC) with interconnected data dictionaries. By automating the cost estimation procedure, the proposed system streamlines decision-making, demonstrating significant advantages over traditional project management frameworks in a real-world pumped-storage project during the preconstruction phase. The findings also highlight future research directions for incorporating real-time engineering quotas and fluctuating market prices to enhance construction practices.",,1474-0346
BASTIAN2022100066,article,Bridging the divide between data scientists and clinicians,Grace Bastian and George Hamilton Baker and Alfonso Limon,2022,Intelligence-Based Medicine,6,,100066,https://doi.org/10.1016/j.ibmed.2022.100066,https://www.sciencedirect.com/science/article/pii/S2666521222000199,"Data science, Artificial intelligence (AI), Project management, Machine learning (ML), Healthcare","Collaboration between data scientists and domain experts is necessary for the success of healthcare machine learning projects. Our present concern is the relationship between data scientists and clinicians, which often faces tensions commonly encountered by multidisciplinary teams. It is important to be able to prevent these differences from creating divisions that can derail a project. In this paper, we focus on understanding the interplay between these roles and where conflict can arise due to communication issues, varying incentives, and differing perspectives.",,2666-5212
